name,title,rental_duration,count_rentalduration,pct_to_rentalduration
Music,Wizard Coldblooded,4,51,0.08082921262837580829
Music,Personal Ladybugs,3,51,0.08082921262837580829
Music,Jawbreaker Brooklyn,5,51,0.08082921262837580829
Music,Lucky Flying,7,51,0.08082921262837580829
Music,Uncut Suicides,7,51,0.08082921262837580829
Music,Youth Kick,4,51,0.08082921262837580829
Music,Words Hunter,3,51,0.08082921262837580829
Music,Elf Murder,4,51,0.08082921262837580829
Music,Driving Polish,6,51,0.08082921262837580829
Music,Impact Aladdin,6,51,0.08082921262837580829
Music,Enemy Odds,5,51,0.08082921262837580829
Music,Outfield Massacre,4,51,0.08082921262837580829
Music,Dorado Notting,5,51,0.08082921262837580829
Music,Legend Jedi,7,51,0.08082921262837580829
Music,Confidential Interview,6,51,0.08082921262837580829
Music,Insider Arizona,5,51,0.08082921262837580829
Music,Home Pity,7,51,0.08082921262837580829
Music,Scalawag Duck,6,51,0.08082921262837580829
Music,Clue Grail,6,51,0.08082921262837580829
Music,Masked Bubble,6,51,0.08082921262837580829
Music,Reds Pocus,7,51,0.08082921262837580829
Music,Vanishing Rocky,3,51,0.08082921262837580829
Music,Heavenly Gun,5,51,0.08082921262837580829
Music,Amelie Hellfighters,4,51,0.08082921262837580829
Music,Hanover Galaxy,5,51,0.08082921262837580829
Music,Birdcage Casper,4,51,0.08082921262837580829
Music,Chamber Italian,7,51,0.08082921262837580829
Music,Alaska Phantom,6,51,0.08082921262837580829
Music,Birch Antitrust,4,51,0.08082921262837580829
Music,Balloon Homeward,5,51,0.08082921262837580829
Music,Banger Pinocchio,5,51,0.08082921262837580829
Music,Alone Trip,3,51,0.08082921262837580829
Music,Telegraph Voyage,3,51,0.08082921262837580829
Music,Minority Kiss,4,51,0.08082921262837580829
Music,Greatest North,5,51,0.08082921262837580829
Music,Won Dares,7,51,0.08082921262837580829
Music,Runner Madigan,6,51,0.08082921262837580829
Music,Go Purple,3,51,0.08082921262837580829
Music,Boogie Amelie,6,51,0.08082921262837580829
Music,Rebel Airport,7,51,0.08082921262837580829
Music,Freaky Pocus,7,51,0.08082921262837580829
Music,Clones Pinocchio,6,51,0.08082921262837580829
Music,Monster Spartacus,6,51,0.08082921262837580829
Music,Roman Punk,7,51,0.08082921262837580829
Music,Silence Kane,7,51,0.08082921262837580829
Music,Oleander Clue,5,51,0.08082921262837580829
Music,Grosse Wonderful,5,51,0.08082921262837580829
Music,Song Hedwig,3,51,0.08082921262837580829
Music,Deer Virginian,7,51,0.08082921262837580829
Music,Terminator Club,5,51,0.08082921262837580829
Music,Taxi Kick,4,51,0.08082921262837580829
Horror,Rollercoaster Bringing,5,56,0.08875364523900088754
Horror,Sinners Atlantis,7,56,0.08875364523900088754
Horror,Strangers Graffiti,4,56,0.08875364523900088754
Horror,Reef Salute,5,56,0.08875364523900088754
Horror,Lady Stage,4,56,0.08875364523900088754
Horror,Drums Dynamite,6,56,0.08875364523900088754
Horror,World Leathernecks,3,56,0.08875364523900088754
Horror,Rock Instinct,4,56,0.08875364523900088754
Horror,Tarzan Videotape,3,56,0.08875364523900088754
Horror,Patton Interview,4,56,0.08875364523900088754
Horror,Alabama Devil,3,56,0.08875364523900088754
Horror,Sleeping Suspects,7,56,0.08875364523900088754
Horror,Kentuckian Giant,5,56,0.08875364523900088754
Horror,Behavior Runaway,3,56,0.08875364523900088754
Horror,Monterey Labyrinth,6,56,0.08875364523900088754
Horror,Treasure Command,3,56,0.08875364523900088754
Horror,Gaslight Crusade,4,56,0.08875364523900088754
Horror,Arabia Dogma,6,56,0.08875364523900088754
Horror,Train Bunch,3,56,0.08875364523900088754
Horror,Swarm Gold,4,56,0.08875364523900088754
Horror,Reap Unfaithful,6,56,0.08875364523900088754
Horror,Lola Agent,4,56,0.08875364523900088754
Horror,Arachnophobia Rollercoaster,4,56,0.08875364523900088754
Horror,Karate Moon,4,56,0.08875364523900088754
Horror,Yentl Idaho,5,56,0.08875364523900088754
Horror,Ace Goldfinger,3,56,0.08875364523900088754
Horror,Ali Forever,4,56,0.08875364523900088754
Horror,Temple Attraction,5,56,0.08875364523900088754
Horror,Commandments Express,6,56,0.08875364523900088754
Horror,Elephant Trojan,4,56,0.08875364523900088754
Horror,Family Sweet,4,56,0.08875364523900088754
Horror,Affair Prejudice,5,56,0.08875364523900088754
Horror,Carrie Bunch,7,56,0.08875364523900088754
Horror,Motions Details,5,56,0.08875364523900088754
Horror,Panic Club,3,56,0.08875364523900088754
Horror,Rules Human,6,56,0.08875364523900088754
Horror,Egypt Tenenbaums,3,56,0.08875364523900088754
Horror,Love Suicides,6,56,0.08875364523900088754
Horror,Japanese Run,6,56,0.08875364523900088754
Horror,Bowfinger Gables,7,56,0.08875364523900088754
Horror,Spirit Flintstones,7,56,0.08875364523900088754
Horror,Freddy Storm,6,56,0.08875364523900088754
Horror,High Encino,3,56,0.08875364523900088754
Horror,Desert Poseidon,4,56,0.08875364523900088754
Horror,Airport Pollock,6,56,0.08875364523900088754
Horror,Analyze Hoosiers,6,56,0.08875364523900088754
Horror,Pulp Beverly,4,56,0.08875364523900088754
Horror,Anything Savannah,4,56,0.08875364523900088754
Horror,Texas Watch,7,56,0.08875364523900088754
Horror,Watership Frontier,6,56,0.08875364523900088754
Horror,Paris Weekend,7,56,0.08875364523900088754
Horror,Fidelity Devil,5,56,0.08875364523900088754
Horror,Streetcar Intentions,5,56,0.08875364523900088754
Horror,Zhivago Core,6,56,0.08875364523900088754
Horror,Undefeated Dalmations,7,56,0.08875364523900088754
Horror,Simon North,3,56,0.08875364523900088754
Travel,Outlaw Hanky,7,57,0.09033853176112590339
Classics,Holy Tadpole,6,57,0.09033853176112590339
Classics,Patient Sister,7,57,0.09033853176112590339
Travel,Order Betrayed,7,57,0.09033853176112590339
Classics,Gilbert Pelican,7,57,0.09033853176112590339
Classics,Spiking Element,7,57,0.09033853176112590339
Travel,Madigan Dorado,5,57,0.09033853176112590339
Travel,Shawshank Bubble,6,57,0.09033853176112590339
Classics,Lights Deer,7,57,0.09033853176112590339
Classics,Color Philadelphia,6,57,0.09033853176112590339
Classics,Prejudice Oleander,6,57,0.09033853176112590339
Travel,Superfly Trip,5,57,0.09033853176112590339
Travel,Expecations Natural,5,57,0.09033853176112590339
Travel,Bird Independence,6,57,0.09033853176112590339
Travel,Boondock Ballroom,7,57,0.09033853176112590339
Classics,Snatchers Montezuma,4,57,0.09033853176112590339
Travel,Lock Rear,7,57,0.09033853176112590339
Travel,Muscle Bright,7,57,0.09033853176112590339
Classics,Cruelty Unforgiven,7,57,0.09033853176112590339
Travel,Window Side,3,57,0.09033853176112590339
Travel,Italian African,3,57,0.09033853176112590339
Travel,Basic Easy,4,57,0.09033853176112590339
Classics,Extraordinary Conquerer,6,57,0.09033853176112590339
Travel,Drumline Cyclone,3,57,0.09033853176112590339
Classics,Malkovich Pet,6,57,0.09033853176112590339
Travel,Coma Head,6,57,0.09033853176112590339
Classics,Summer Scarface,5,57,0.09033853176112590339
Travel,Working Microcosmos,4,57,0.09033853176112590339
Travel,Disciple Mother,3,57,0.09033853176112590339
Classics,Dynamite Tarzan,4,57,0.09033853176112590339
Travel,Kick Savannah,3,57,0.09033853176112590339
Classics,Musketeers Wait,7,57,0.09033853176112590339
Classics,Lovely Jingle,3,57,0.09033853176112590339
Classics,Dracula Crystal,7,57,0.09033853176112590339
Classics,Hope Tootsie,4,57,0.09033853176112590339
Classics,Million Ace,4,57,0.09033853176112590339
Travel,Papi Necklace,3,57,0.09033853176112590339
Travel,Liaisons Sweet,5,57,0.09033853176112590339
Travel,Gump Date,3,57,0.09033853176112590339
Classics,Steel Santa,4,57,0.09033853176112590339
Classics,Loathing Legally,4,57,0.09033853176112590339
Travel,Born Spinal,7,57,0.09033853176112590339
Classics,October Submarine,6,57,0.09033853176112590339
Travel,Desperate Trainspotting,7,57,0.09033853176112590339
Travel,Arsenic Independence,4,57,0.09033853176112590339
Classics,Tadpole Park,6,57,0.09033853176112590339
Travel,Smile Earring,4,57,0.09033853176112590339
Classics,Core Suit,3,57,0.09033853176112590339
Travel,Comforts Rush,3,57,0.09033853176112590339
Travel,Speed Suit,7,57,0.09033853176112590339
Travel,Frogmen Breaking,5,57,0.09033853176112590339
Classics,Galaxy Sweethearts,4,57,0.09033853176112590339
Travel,Wolves Desire,7,57,0.09033853176112590339
Travel,Games Bowfinger,7,57,0.09033853176112590339
Classics,Candidate Perdition,4,57,0.09033853176112590339
Classics,Lover Truman,3,57,0.09033853176112590339
Classics,Iron Moon,7,57,0.09033853176112590339
Travel,Haunted Antitrust,6,57,0.09033853176112590339
Classics,Volume House,7,57,0.09033853176112590339
Travel,Factory Dragon,4,57,0.09033853176112590339
Travel,Fugitive Maguire,7,57,0.09033853176112590339
Classics,Detective Vision,4,57,0.09033853176112590339
Travel,Cassidy Wyoming,5,57,0.09033853176112590339
Travel,Escape Metropolis,7,57,0.09033853176112590339
Travel,Horror Reign,3,57,0.09033853176112590339
Classics,Bound Cheaper,5,57,0.09033853176112590339
Classics,Jerk Paycheck,3,57,0.09033853176112590339
Travel,Teen Apollo,3,57,0.09033853176112590339
Classics,Magnificent Chitty,3,57,0.09033853176112590339
Classics,Pajama Jawbreaker,3,57,0.09033853176112590339
Travel,Shining Roses,4,57,0.09033853176112590339
Travel,Fellowship Autumn,6,57,0.09033853176112590339
Classics,Roots Remember,4,57,0.09033853176112590339
Classics,Center Dinosaur,5,57,0.09033853176112590339
Travel,Bucket Brotherhood,7,57,0.09033853176112590339
Classics,Voyage Legally,6,57,0.09033853176112590339
Classics,Beast Hunchback,3,57,0.09033853176112590339
Classics,Hyde Doctor,5,57,0.09033853176112590339
Travel,Igby Maker,7,57,0.09033853176112590339
Travel,Tomatoes Hellfighters,6,57,0.09033853176112590339
Travel,Traffic Hobbit,5,57,0.09033853176112590339
Classics,Sling Luke,5,57,0.09033853176112590339
Travel,Worker Tarzan,7,57,0.09033853176112590339
Classics,Wasteland Divine,7,57,0.09033853176112590339
Classics,Jeepers Wedding,3,57,0.09033853176112590339
Classics,Jingle Sagebrush,6,57,0.09033853176112590339
Travel,Enough Raging,7,57,0.09033853176112590339
Classics,Right Cranes,7,57,0.09033853176112590339
Travel,Leathernecks Dwarfs,6,57,0.09033853176112590339
Classics,Island Exorcist,7,57,0.09033853176112590339
Classics,Towers Hurricane,7,57,0.09033853176112590339
Classics,Frost Head,5,57,0.09033853176112590339
Travel,Boiled Dares,7,57,0.09033853176112590339
Travel,Moulin Wake,4,57,0.09033853176112590339
Classics,Timberland Sky,3,57,0.09033853176112590339
Classics,Creepers Kane,5,57,0.09033853176112590339
Travel,Contact Anonymous,7,57,0.09033853176112590339
Travel,Stone Fire,3,57,0.09033853176112590339
Classics,Jeopardy Encino,3,57,0.09033853176112590339
Travel,Casablanca Super,6,57,0.09033853176112590339
Classics,Requiem Tycoon,6,57,0.09033853176112590339
Classics,Tomorrow Hustler,3,57,0.09033853176112590339
Travel,Sweet Brotherhood,3,57,0.09033853176112590339
Classics,Gilmore Boiled,5,57,0.09033853176112590339
Travel,Shanghai Tycoon,7,57,0.09033853176112590339
Classics,Conspiracy Spirit,4,57,0.09033853176112590339
Classics,Arizona Bang,3,57,0.09033853176112590339
Travel,Shane Darkness,5,57,0.09033853176112590339
Classics,League Hellfighters,5,57,0.09033853176112590339
Classics,Westward Seabiscuit,7,57,0.09033853176112590339
Travel,Trouble Date,6,57,0.09033853176112590339
Travel,Others Soup,7,57,0.09033853176112590339
Travel,Valentine Vanishing,7,57,0.09033853176112590339
Classics,Alice Fantasia,6,57,0.09033853176112590339
Comedy,Ferris Mother,3,58,0.09192341828325091923
Comedy,Closer Bang,5,58,0.09192341828325091923
Comedy,Connection Microcosmos,6,58,0.09192341828325091923
Comedy,Downhill Enough,3,58,0.09192341828325091923
Comedy,Hate Handicap,4,58,0.09192341828325091923
Comedy,Memento Zoolander,4,58,0.09192341828325091923
Comedy,Mystic Truman,5,58,0.09192341828325091923
Comedy,Pinocchio Simon,4,58,0.09192341828325091923
Comedy,Freedom Cleopatra,5,58,0.09192341828325091923
Comedy,Perfect Groove,7,58,0.09192341828325091923
Comedy,Jaws Harry,4,58,0.09192341828325091923
Comedy,Frankenstein Stranger,7,58,0.09192341828325091923
Comedy,Crazy Home,7,58,0.09192341828325091923
Comedy,Vertigo Northwest,4,58,0.09192341828325091923
Comedy,Paradise Sabrina,5,58,0.09192341828325091923
Comedy,Lion Uncut,6,58,0.09192341828325091923
Comedy,Trainspotting Strangers,7,58,0.09192341828325091923
Comedy,Life Twisted,4,58,0.09192341828325091923
Comedy,Dying Maker,5,58,0.09192341828325091923
Comedy,Anthem Luke,5,58,0.09192341828325091923
Comedy,Element Freddy,6,58,0.09192341828325091923
Comedy,Knock Warlock,4,58,0.09192341828325091923
Comedy,Wisdom Worker,3,58,0.09192341828325091923
Comedy,Operation Operation,7,58,0.09192341828325091923
Comedy,Zorro Ark,3,58,0.09192341828325091923
Comedy,Hedwig Alter,7,58,0.09192341828325091923
Comedy,Saturn Name,7,58,0.09192341828325091923
Comedy,Caper Motions,6,58,0.09192341828325091923
Comedy,Cat Coneheads,5,58,0.09192341828325091923
Comedy,Valley Packer,3,58,0.09192341828325091923
Comedy,Tramp Others,4,58,0.09192341828325091923
Comedy,Doom Dancing,4,58,0.09192341828325091923
Comedy,Groundhog Uncut,6,58,0.09192341828325091923
Comedy,Pure Runner,3,58,0.09192341828325091923
Comedy,Flintstones Happiness,3,58,0.09192341828325091923
Comedy,Saddle Antitrust,7,58,0.09192341828325091923
Comedy,Submarine Bed,5,58,0.09192341828325091923
Comedy,Gunfight Moon,5,58,0.09192341828325091923
Comedy,Strictly Scarface,3,58,0.09192341828325091923
Comedy,Snatch Slipper,6,58,0.09192341828325091923
Comedy,Searchers Wait,3,58,0.09192341828325091923
Comedy,Mulan Moon,4,58,0.09192341828325091923
Comedy,Velvet Terminator,3,58,0.09192341828325091923
Comedy,Control Anthem,7,58,0.09192341828325091923
Comedy,Daddy Pittsburgh,5,58,0.09192341828325091923
Comedy,Gold River,4,58,0.09192341828325091923
Comedy,Bringing Hysterical,7,58,0.09192341828325091923
Comedy,Lonely Elephant,3,58,0.09192341828325091923
Comedy,Party Knock,7,58,0.09192341828325091923
Comedy,Airplane Sierra,6,58,0.09192341828325091923
Comedy,Hustler Party,3,58,0.09192341828325091923
Comedy,Fireball Philadelphia,4,58,0.09192341828325091923
Comedy,Heaven Freedom,7,58,0.09192341828325091923
Comedy,Hurricane Affair,6,58,0.09192341828325091923
Comedy,Mallrats United,4,58,0.09192341828325091923
Comedy,Rushmore Mermaid,6,58,0.09192341828325091923
Comedy,Sweden Shining,6,58,0.09192341828325091923
Comedy,Stage World,4,58,0.09192341828325091923
Children,Microcosmos Paradise,6,60,0.09509319132750095093
Children,Beneath Rush,6,60,0.09509319132750095093
Children,Sabrina Midnight,5,60,0.09509319132750095093
Children,Shepherd Midsummer,7,60,0.09509319132750095093
Children,Murder Antitrust,6,60,0.09509319132750095093
Children,Circus Youth,5,60,0.09509319132750095093
Children,Sweethearts Suspects,3,60,0.09509319132750095093
Children,Robbers Joon,7,60,0.09509319132750095093
Children,Zoolander Fiction,5,60,0.09509319132750095093
Children,Stranger Strangers,3,60,0.09509319132750095093
Children,Hollywood Anonymous,7,60,0.09509319132750095093
Children,Sundance Invasion,5,60,0.09509319132750095093
Children,Jersey Sassy,6,60,0.09509319132750095093
Children,Jumping Wrath,4,60,0.09509319132750095093
Children,Twisted Pirates,4,60,0.09509319132750095093
Children,Doctor Grail,4,60,0.09509319132750095093
Children,Maker Gables,4,60,0.09509319132750095093
Children,Ties Hunger,3,60,0.09509319132750095093
Children,Model Fish,4,60,0.09509319132750095093
Children,Sister Freddy,5,60,0.09509319132750095093
Children,Heartbreakers Bright,3,60,0.09509319132750095093
Children,Legally Secretary,7,60,0.09509319132750095093
Children,Walls Artist,7,60,0.09509319132750095093
